no,lat,long,bp,er,site,feature
1588,37.4969641,126.5551105,2510,50,인천 중산동 유적 (중앙),14호 청동기 주거지
1589,37.4969641,126.5551105,2510,50,인천 중산동 유적 (중앙),15호 청동기 주거지
1590,37.4969641,126.5551105,2600,60,인천 중산동 유적 (중앙),19호 청동기 주거지
1591,37.4969641,126.5551105,2500,50,인천 중산동 유적 (중앙),1호 청동기 주거지
1592,37.4969641,126.5551105,2480,50,인천 중산동 유적 (중앙),20호 청동기 주거지
1593,37.4969641,126.5551105,2710,50,인천 중산동 유적 (중앙),25호 청동기 주거지
1594,37.4969641,126.5551105,2650,80,인천 중산동 유적 (중앙),27호 청동기 주거지
1595,37.4969641,126.5551105,2750,50,인천 중산동 유적 (중앙),29호 청동기 주거지
1596,37.4969641,126.5551105,2630,50,인천 중산동 유적 (중앙),30호 청동기 주거지
1597,37.4969641,126.5551105,2430,50,인천 중산동 유적 (중앙),34호 청동기 주거지
1598,37.4969641,126.5551105,1890,50,인천 중산동 유적 (중앙),3지역 12호 청동기시대 주거지
1599,37.4969641,126.5551105,2540,50,인천 중산동 유적 (중앙),3지역 2호 청동기시대 주거지
1600,37.4969641,126.5551105,2720,60,인천 중산동 유적 (중앙),3지역 2호 청동기시대 주거지
1601,37.4969641,126.5551105,2380,50,인천 중산동 유적 (중앙),3지역 32호 청동기시대 주거지
1602,37.4969641,126.5551105,2950,90,인천 중산동 유적 (중앙),5호 청동기 주거지
1603,35.6127722,127.2931826,2490,30,임실 갈마리 해평유적,청동기 6호 주거지
1604,35.5969097,127.2888216,2510,25,임실 대곡리유적,1호 주거지
1605,35.5969097,127.2888216,2480,25,임실 대곡리유적,3호 주거지
1606,35.6824297,127.1382214,2410,30,임실 외량2유적(임실 외량유적 보고서),10호
1607,35.6824297,127.1382214,2470,40,임실 외량2유적(임실 외량유적 보고서),11호   
1608,35.6824297,127.1382214,2550,30,임실 외량2유적(임실 외량유적 보고서),13호
1609,35.6824297,127.1382214,2490,40,임실 외량2유적(임실 외량유적 보고서),14호  
1610,35.6824297,127.1382214,2520,30,임실 외량2유적(임실 외량유적 보고서),16호
1611,35.6824297,127.1382214,2430,30,임실 외량2유적(임실 외량유적 보고서),20호  
1612,35.6824297,127.1382214,2500,40,임실 외량2유적(임실 외량유적 보고서),3호
1613,35.235287,126.8310764,2917,48,장성 삼태리 서태(장성 삼태리 중태∙서태∙산동리 육산유적),2호 송긱리식 주거지 
1614,35.235287,126.8310764,2773,60,장성 삼태리 서태(장성 삼태리 중태∙서태∙산동리 육산유적),3호 송국리식 주거지 바닥 수습
1615,35.235287,126.8310764,2536,48,장성 삼태리 서태(장성 삼태리 중태∙서태∙산동리 육산유적),5호 송국리식 주거지
1616,35.235287,126.8310764,2604,61,장성 삼태리 중태(장성 삼태리 중태∙서태∙산동리 육산유적),1호(타원형구덩이 내부)
1617,35.235287,126.8310764,2641,49,장성 삼태리 중태(장성 삼태리 중태∙서태∙산동리 육산유적),2호타원형구덩이 내부)
1618,35.235287,126.8310764,2437,58,장성 삼태리 중태(장성 삼태리 중태∙서태∙산동리 육산유적),3호타원형구덩이 내부)
1619,35.2362703,126.824085,2460,40,장성 삼태리유적,11호 주거지 타원형구덩이 바닥
1620,35.245445,126.7164666,2640,40,장성 월산리유적,청동기 1호 주거지 타원형구덩이
1621,35.2758073,126.7336928,2530,50,장성 환교유적Ⅰ,A지구 청동기 1호
1622,35.2758073,126.7336928,2460,60,장성 환교유적Ⅰ,A지구 청동기 2호
1623,35.2758073,126.7336928,2540,60,장성 환교유적Ⅰ,A지구 청동기 4호
1624,37.0676468,127.898635,2810,40,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅰ-1지점 1호 청동기 주거지
1625,37.0676468,127.898635,2730,50,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅰ-1지점 2~4호 청동기 주거지
1626,37.0676468,127.898635,2730,40,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅰ-1지점 5호 청동기 주거지
1627,37.0676468,127.898635,2660,40,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅰ-2지점 2호 청동기 주거지
1628,37.0676468,127.898635,2640,40,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅰ-2지점 3호 청동기 주거지
1629,37.0676468,127.898635,2830,40,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅱ-1지점 1호 청동기 주거지
1630,37.0676468,127.898635,2800,50,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅱ-1지점 2호 청동기 주거지
1631,37.0676468,127.898635,2660,40,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅱ-1지점 4호 청동기 주거지
1632,37.0676468,127.898635,2850,40,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅱ-1지점 5호 청동기 주거지
1633,37.0676468,127.898635,2840,40,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅱ-1지점 6호 청동기 주거지
1634,37.0676468,127.898635,2570,50,"장태산 유적(충주 장태산, 장천리, 잠병리, 율능리 유적)",Ⅱ-2지점 1호 청동기 주거지
1635,35.2758073,126.7336928,2280,40,장흥 갈두유적(2),5호
1636,35.2758073,126.7336928,2520,40,장흥 갈두유적(2),8호
1637,35.2758073,126.7336928,2490,60,장흥 신풍유적,21호
1638,35.2758073,126.7336928,2460,60,장흥 신풍유적,24호
1639,35.2758073,126.7336928,2530,40,장흥 신풍유적,27호
1640,35.2758073,126.7336928,2450,80,장흥 신풍유적,2호
1641,35.2758073,126.7336928,2560,80,장흥 신풍유적,40호
1642,35.2758073,126.7336928,2460,50,장흥 해당리 유적(장흥 삼산리 화산유적 1구역),3호 주거지 내 타원형 구덩이
1643,35.2758073,126.7336928,2490,40,장흥 해당리 유적(장흥 삼산리 화산유적 1구역),4호 주거지 내 타원형 구덩이
1644,35.2758073,126.7336928,2370,40,장흥 해당리 유적(장흥 삼산리 화산유적 1구역),7호 주거지 내 중앙
1645,35.7817066,127.1291099,2350,50,전주 대정유적,1호
1646,35.8710201,127.0745059,2895,20,전주 동산동 청동기시대 취락,1-2호
1647,35.8710201,127.0745059,2935,20,전주 동산동 청동기시대 취락,16호
1648,35.8710201,127.0745059,2505,20,전주 동산동 청동기시대 취락,31호
1649,35.8710201,127.0745059,2470,20,전주 동산동 청동기시대 취락,32호
1650,35.8710201,127.0745059,2515,20,전주 동산동 청동기시대 취락,34호
1651,35.8710201,127.0745059,2580,20,전주 동산동 청동기시대 취락,3호
1652,35.8710201,127.0745059,2465,25,전주 동산동 청동기시대 취락,77호
1653,35.8710201,127.0745059,2550,20,전주 동산동 청동기시대 취락,78호
1654,35.871853,127.0817559,2520,30,전주 동산동유적2,나지구 청동기시대 1호 주거지
1655,35.871853,127.0817559,2480,30,전주 동산동유적2,마지구 청동기시대 1호 주거지
1656,35.871853,127.0817559,2710,40,전주 동산동유적2,저습지 청동기시대 1호 주거지
1657,35.8071217,127.1163692,2500,50,전주 마전유적(3구역),3-1구역 청동기 1호
1658,35.8071217,127.1163692,2550,80,전주 마전유적(3구역),3-1구역 청동기 3호
1659,35.8071217,127.1163692,2470,50,전주 마전유적(3구역),3-1구역 청동기 4호
1660,35.865658,127.1259014,2490,50,전주 송천동 2가 유적,11호주거지
1661,35.865658,127.1259014,2770,40,전주 송천동 2가 유적,3호주거지
1662,35.860772,127.1287357,2320,80,전주 송천동 유적,청동기시대주거지
1663,35.8622767,127.1301747,2430,50,전주 오송리 유적,2호 주거지
1664,35.8622767,127.1301747,2480,50,전주 오송리 유적,3호 주거지
1665,35.8622767,127.1301747,2310,60,전주 오송리 유적,4호 주거지
1666,35.8560289,127.0561302,1950,60,전주 장동유적Ⅲ,Ⅰ구역 34호
1667,35.8560289,127.0561302,2740,60,전주 장동유적Ⅲ,Ⅰ구역 36호
1668,35.8071217,127.1163692,2550,60,전주 척동유적,2구역 청동기 1호
1669,37.4462649,128.6572031,2440,30,정선 북평리 유적,청동기시대 주거지1호
1670,37.474473,128.7220849,3100,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-11호
1671,37.474473,128.7220849,3010,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-15호
1672,37.474473,128.7220849,2860,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-16호
1673,37.474473,128.7220849,2930,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-19호
1674,37.474473,128.7220849,2910,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-1호
1675,37.474473,128.7220849,2990,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-20호
1676,37.474473,128.7220849,2860,30,정선 아우라지 Ⅱ,청동기주거지Ⅱ-21호
1677,37.474473,128.7220849,2910,30,정선 아우라지 Ⅱ,청동기주거지Ⅱ-24호
1678,37.474473,128.7220849,2970,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-25호
1679,37.474473,128.7220849,2890,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-26호
1680,37.474473,128.7220849,2970,30,정선 아우라지 Ⅱ,청동기주거지Ⅱ-31호
1681,37.474473,128.7220849,2990,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-32호
1682,37.474473,128.7220849,2830,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-34호
1683,37.474473,128.7220849,2970,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-35호
1684,37.474473,128.7220849,2880,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-37호
1685,37.474473,128.7220849,2980,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-39호
1686,37.474473,128.7220849,2900,30,정선 아우라지 Ⅱ,청동기주거지Ⅱ-3호
1687,37.474473,128.7220849,2910,30,정선 아우라지 Ⅱ,청동기주거지Ⅱ-40호
1688,37.474473,128.7220849,2930,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-45호
1689,37.474473,128.7220849,2970,30,정선 아우라지 Ⅱ,청동기주거지Ⅱ-6호
1690,37.474473,128.7220849,2920,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-7호
1691,37.474473,128.7220849,2950,40,정선 아우라지 Ⅱ,청동기주거지Ⅱ-8호
1692,37.473836,128.72245,2760,60,정선 아우라지 유적,청동기 3호
1693,35.6950582,126.8663652,2630,50,정읍 장수동유적,청동기 2호
1694,35.6950582,126.8663652,2690,50,정읍 장수동유적,청동기 5호
1695,36.986511,128.110452,2785,165,제원 양평리,B지구 주거지와 노지 내부
1696,37.9117434,127.743078,2450,40,춘천 우두동 89-2번지,청동기시대 주거지
1697,36.9898543,128.2220156,2810,70,제천 능강리 고인돌 집터 유적,1호 집터
1698,36.9898543,128.2220156,2970,130,제천 능강리 고인돌 집터 유적,2호 집터
1699,36.3973007,126.5541056,2510,90,주교리 유적,KC-001
1700,36.3973007,126.5541056,2620,40,주교리 유적,KC-008
1701,36.3973007,126.5541056,2770,40,주교리 유적,KC-011
1702,36.3973007,126.5541056,2850,80,주교리 유적,KC-013
1703,36.3973007,126.5541056,2840,40,주교리 유적,KC-018
1704,36.819487,127.62258,2930,30,증평 석곡리 유적,Dwelling Ⅰ-1
1705,36.819487,127.62258,2870,30,증평 석곡리 유적,Dwelling Ⅰ-2
1706,36.819487,127.62258,2440,30,증평 석곡리 유적,Dwelling Ⅱ-2
1707,36.819487,127.62258,2450,30,증평 석곡리 유적,Dwelling Ⅱ-3
1708,35.8852863,127.472552,3700,100,진안 진그늘 선사유적,5호 주거지 바닥
1709,35.2346919,127.9508496,2730,40,진주 대평리 옥방4지구 선사유적Ⅰ,65호 주거지
1710,35.211793,127.9714469,3010,50,진주 상촌리 3~8호 지석묘 및 선사유적,10호 와요지(주거지임)
1711,35.211793,127.9714469,3030,50,진주 상촌리 3~8호 지석묘 및 선사유적,2호 와요지(주거지임)
1712,35.1783967,128.2179161,2830,30,진주 상촌유적,25호 
1713,35.2068735,128.1176154,2860,40,진주 초전동,진주 초전 1 주거지 3호
1714,35.2068735,128.1176154,2520,40,진주 초전동,진주 초전 2 주거지 6호
1715,35.2068735,128.1176154,2520,40,진주 초전동,진주 초전 3 주거지 20호
1716,35.1705934,128.059586,3015,30,진주 평거 3-1지구 유적,12호 주거지(西本: 10그리드 2호 주거지 바닥 위 탄화기둥)
1717,35.1705934,128.059586,3050,50,진주 평거 3-1지구 유적,23호주거지
1718,35.1705934,128.059586,3020,50,진주 평거 3-1지구 유적,3호 주거지
1719,35.1661785,128.0485646,2910,50,진주 평거 4-1지구 유적,1호주거지
1720,35.1661785,128.0485646,2900,50,진주 평거 4-1지구 유적,5호주거지
1721,35.1644685,128.1254817,2490,50,진주 호탄동 선사유적,1호 주거지 내 주혈10 출토 목탄
1722,36.8825415,127.4682654,2750,40,진천 가산리 유적,청동기 1호 주거지(탄화쌀)
1723,36.9411186,127.4407527,2570,80,진천 내촌리 당골유적,내촌리 당골 Ⅰ유적 1호 주거지
1724,36.9411186,127.4407527,2570,50,진천 내촌리 당골유적,내촌리 당골 Ⅰ유적 2호 주거지
1725,36.9140049,127.4498809,2920,80,진천 신월리 유적,청동기시대 1호 주거지
1726,35.2817292,128.667371,2380,60,창원 용잠리 송국리문화유적,1호 수혈주거지-1
1727,35.2817292,128.667371,2320,50,창원 용잠리 송국리문화유적,용잠리 10호
1728,36.7376998,127.2531925,2560,60,천안 대화리 신풍리 유적,KC-003
1729,36.7376998,127.2531925,3010,60,천안 대화리 신풍리 유적,KC-004
1730,36.7376998,127.2531925,3000,60,천안 대화리 신풍리 유적,KC-005
1731,36.7376998,127.2531925,2810,60,천안 대화리 신풍리 유적,KC-006
1732,36.7376998,127.2531925,2770,60,천안 대화리 신풍리 유적,KC-009
1733,36.7376998,127.2531925,2840,60,천안 대화리 신풍리 유적,KC-010
1734,36.7255975,127.2275212,2546,91,천안 대흥리,2호 주거지 바닥(북측 기둥)
1735,36.8346175,127.1346578,3140,140,"천안 두정동 유적 C, D지구",1호주거지
1736,36.8346175,127.1346578,2930,60,"천안 두정동 유적 C, D지구",3호주거지
1737,36.8360419,127.1229535,2890,40,천안 백석동 고재미골유적,1지역 2호
1738,36.8360419,127.1229535,2890,40,천안 백석동 고재미골유적,1지역 3호
1739,36.8360419,127.1229535,2770,40,천안 백석동 고재미골유적,2지역 18호
1740,36.8360419,127.1229535,2830,40,천안 백석동 고재미골유적,2지역 25호
1741,36.8360419,127.1229535,2930,40,천안 백석동 고재미골유적,2지역 26호
1742,36.8360419,127.1229535,2870,40,천안 백석동 고재미골유적,2지역 29호
1743,36.8360419,127.1229535,2770,40,천안 백석동 고재미골유적,2지역 35호
1744,36.8360419,127.1229535,2800,40,천안 백석동 고재미골유적,2지역 3호
1745,36.8360419,127.1229535,2820,40,천안 백석동 고재미골유적,2지역 40호
1746,36.8360419,127.1229535,2830,40,천안 백석동 고재미골유적,3지역 13호
1747,36.8360419,127.1229535,2950,40,천안 백석동 고재미골유적,3지역 16호
1748,36.8360419,127.1229535,2530,40,천안 백석동 고재미골유적,3지역 20호
1749,36.8360419,127.1229535,2910,40,천안 백석동 고재미골유적,3지역 21호
1750,36.8360419,127.1229535,2540,40,천안 백석동 고재미골유적,3지역 22호
1751,36.8360419,127.1229535,2520,40,천안 백석동 고재미골유적,3지역 24호
1752,36.8360419,127.1229535,2560,40,천안 백석동 고재미골유적,3지역 26호
1753,36.8360419,127.1229535,2610,40,천안 백석동 고재미골유적,3지역 30호
1754,36.8360419,127.1229535,2810,40,천안 백석동 고재미골유적,3지역 4호
1755,36.8360419,127.1229535,2790,40,천안 백석동 고재미골유적,3지역 7호
1756,36.8360419,127.1229535,2750,40,천안 백석동 고재미골유적,3지역 8호
1757,36.8360419,127.1229535,2830,40,천안 백석동 고재미골유적,4지역 15호
1758,36.8360419,127.1229535,2930,40,천안 백석동 고재미골유적,4지역 17호
1759,36.8360419,127.1229535,2940,40,천안 백석동 고재미골유적,4지역 19호
1760,36.8360419,127.1229535,2640,40,천안 백석동 고재미골유적,4지역 1호
1761,36.8360419,127.1229535,2820,40,천안 백석동 고재미골유적,4지역 21호
1762,36.8360419,127.1229535,2590,40,천안 백석동 고재미골유적,4지역 27호
1763,36.8360419,127.1229535,2880,40,천안 백석동 고재미골유적,4지역 4호
1764,36.8360419,127.1229535,2780,40,천안 백석동 고재미골유적,4지역 7호
1765,36.8083197,127.106278,2810,35,천안 불당동유적,Ⅱ지역 10호
1766,36.8083197,127.106278,2670,35,천안 불당동유적,Ⅱ지역 12호
1767,36.8083197,127.106278,2310,80,천안 불당동유적,Ⅱ지역 19호
1768,36.8083197,127.106278,2830,35,천안 불당동유적,Ⅱ지역 02호
1769,36.8083197,127.106278,2834,39,천안 불당동유적,Ⅲ지역 13호
1770,36.8083197,127.106278,2834,39,천안 불당동유적,Ⅲ지역 03호
1771,36.8083197,127.106278,2708,40,천안 불당동유적,Ⅲ지역 06호
1772,36.8083197,127.106278,2747,40,천안 불당동유적,Ⅲ지역 09호
1773,36.9035792,127.1885315,2780,50,천안 삼곡리 유적,3호
1774,36.8016469,127.1225809,2500,50,천안 쌍용동,3지구 5호 주거지 - 바닥 상면 수습
1775,36.7876808,127.136068,2840,50,천안 용곡동 두터골유적,3호
1776,36.7876808,127.136068,2770,60,천안 용곡동 두터골유적,4호
1777,36.7795938,127.1630557,2850,50,천안 청당동 진골유적,1호
1778,37.9290851,127.7887396,2470,60,천전리 유적,A-06호
1779,37.9290851,127.7887396,2460,60,천전리 유적,A-11호
1780,37.9290851,127.7887396,2070,60,천전리 유적,A-39호
1781,37.9290851,127.7887396,2900,60,천전리 유적,A-59호
1782,37.9290851,127.7887396,2470,50,천전리 유적,A-67호
1783,37.9290851,127.7887396,2230,60,천전리 유적,A-71호
1784,37.9290851,127.7887396,2600,50,천전리 유적,A-72호
1785,35.7227835,128.9368676,2540,60,청도 순지리 무문토기유적,무문토기 주거지
1786,35.6400853,128.6483703,2800,50,청도 신당리·칠성리·서상리유적,Ⅰ구역 10호 수혈주거지
1787,35.6400853,128.6483703,2770,50,청도 신당리·칠성리·서상리유적,Ⅰ구역 11호 수혈주거지
1788,35.6400853,128.6483703,2850,50,청도 신당리·칠성리·서상리유적,Ⅰ구역 16호 수혈주거지
1789,35.6400853,128.6483703,2860,50,청도 신당리·칠성리·서상리유적,Ⅰ구역 17호 수혈주거지
1790,35.6400853,128.6483703,2830,50,청도 신당리·칠성리·서상리유적,Ⅰ구역 19호 수혈주거지
1791,35.6400853,128.6483703,2870,50,청도 신당리·칠성리·서상리유적,Ⅰ구역 28호 수혈주거지
1792,35.6400853,128.6483703,2950,50,청도 신당리·칠성리·서상리유적,Ⅰ구역 31호 수혈주거지
1793,35.6400853,128.6483703,2950,50,청도 신당리·칠성리·서상리유적,Ⅰ구역 33호 수혈주거지
1794,35.6400853,128.6483703,2860,40,청도 신당리·칠성리·서상리유적,청도 풍각-화양간 신당리구간Ⅱ구역 수혈주거지 12호 내 목탄
1795,35.6400853,128.6483703,2660,50,청도 신당리·칠성리·서상리유적,청도 풍각-화양간 신당리구간Ⅱ구역 수혈주거지 28호 내 목탄
1796,35.6400853,128.6483703,2800,50,청도 신당리·칠성리·서상리유적,청도 풍각-화양간 신당리구간Ⅱ구역 수혈주거지 5호 내 목탄
1797,35.6693367,128.742767,3040,50,청도 진라리 933 유적,주거지 1호
1798,35.6693367,128.742767,2980,50,청도 진라리 933 유적,주거지 23호
1799,35.6693367,128.742767,2930,50,청도 진라리 933 유적,주거지 36호
1800,35.6693367,128.742767,3020,50,청도 진라리 933 유적,주거지 38호
1801,35.6693367,128.742767,2960,60,청도 진라리 933 유적,주거지 41호
1802,35.6693367,128.742767,3040,50,청도 진라리 933 유적,주거지 42호
1803,35.6688923,128.7461374,2700,40,청도 진라리 유적,주거지 17호
1804,35.6688923,128.7461374,2890,60,청도 진라리 유적,주거지 19호
1805,35.6688923,128.7461374,2830,40,청도 진라리 유적,주거지 3호
1806,35.6688923,128.7461374,2910,80,청도 진라리 유적,주거지 64호
1807,35.6688923,128.7461374,2980,60,청도 진라리 유적,주거지 71호
1808,35.6688923,128.7461374,3000,40,청도 진라리 유적,주거지 8호
1809,35.6376839,128.6668055,2790,40,청도 화리유적,Ⅱ구역 1호주거지
1810,36.5642141,126.8562666,2440,50,청양 광암리 유적,BJC-1 1호
1811,36.5642141,126.8562666,2450,50,청양 광암리 유적,BJC-2 2호
1812,36.5642141,126.8562666,2480,50,청양 광암리 유적,BJC-3 4호
1813,36.6218335,127.3406648,2470,40,청원 궁평리 유적,A지점 KC-001
1814,36.6218335,127.3406648,2470,40,청원 궁평리 유적,B구역 KC-005
1815,36.6218335,127.3406648,2440,40,청원 궁평리 유적,B구역 KC-007
1816,36.7408884,127.5239873,2680,80,"청원 대율리, 마산리, 풍정리유적",대율리2호 주거지
1817,36.7408884,127.5239873,3290,50,"청원 대율리, 마산리, 풍정리유적",대율리3호 주거지
1818,36.6907682,127.4391848,2790,30,청원 신평리,III.구역주거지1호
1819,36.6907682,127.4391848,3020,30,청원 신평리,III.구역주거지6호
1820,36.6907682,127.4391848,2980,30,청원 신평리,IV구역 주거지 1호
1821,36.6391351,127.3469049,2570,50,청원 쌍청리 청동기시대 유적,Ⅰ-1호 주거지
1822,36.6391351,127.3469049,2510,60,청원 쌍청리 청동기시대 유적,Ⅱ-10호 주거지
1823,36.6391351,127.3469049,2550,60,청원 쌍청리 청동기시대 유적,Ⅱ-13호 주거지
1824,36.6391351,127.3469049,2460,50,청원 쌍청리 청동기시대 유적,Ⅱ-7호 주거지
1825,36.6391351,127.3469049,2350,50,청원 쌍청리 청동기시대 유적,Ⅲ-A-2호 주거지
1826,36.6391351,127.3469049,2400,80,청원 쌍청리 청동기시대 유적,Ⅲ-A-3호 주거지
1827,36.6391351,127.3469049,2790,60,청원 쌍청리 청동기시대 유적,Ⅲ-A-9호 주거지
1828,36.6391351,127.3469049,2050,60,청원 쌍청리 청동기시대 유적,Ⅲ-B-11호 주거지
1829,36.6391351,127.3469049,3100,80,청원 쌍청리 청동기시대 유적,Ⅲ-B-18호 주거지
1830,36.6391351,127.3469049,2470,50,청원 쌍청리 청동기시대 유적,Ⅲ-B-1호 주거지
1831,36.6391351,127.3469049,2670,60,청원 쌍청리 청동기시대 유적,Ⅲ-B-2호 주거지
1832,36.6391351,127.3469049,2540,60,청원 쌍청리 청동기시대 유적,Ⅲ-B-8호 주거지
1833,36.6391351,127.3469049,2560,60,청원 쌍청리 청동기시대 유적,Ⅲ-B-9호 주거지
1834,36.6391351,127.3469049,2380,50,청원 쌍청리 청동기시대유적,Ⅱ-9호 주거지
1835,36.6190555,127.4344649,2580,60,청주 가경동 유적,1호
1836,36.6190555,127.4344649,2720,40,청주 가경동 유적,2호
1837,36.6190555,127.4344649,2760,40,청주 가경동 유적,7호
1838,36.6163816,127.4215659,2960,50,청주 강서동 유적,CK-1(청동기시대 1호 주거지)
1839,36.6163816,127.4215659,3050,80,청주 강서동 유적,CK-2(청동기시대 2호 주거지)
1840,36.6120685,127.4519722,3030,40,청주 미평동 산33-1번지 유적,2호 - 노지
1841,36.6120685,127.4519722,2840,40,청주 미평동 산33-1번지 유적,4호 - 화재면
1842,36.6120685,127.4519722,2870,40,청주 미평동 산33-1번지 유적,5호 - 내부
1843,36.6484257,127.45756,3070,140,청주 봉명동 유적(Ⅲ) -4지구-,A-14호
1844,36.6484257,127.45756,2570,90,청주 봉명동 유적(Ⅲ) -4지구-,B-16호
1845,36.6484257,127.45756,2360,180,청주 봉명동 유적(Ⅲ) -4지구-,B-3호
1846,36.6484257,127.45756,2450,70,청주 봉명동 유적(Ⅲ) -4지구-,B-4호
1847,36.6484257,127.45756,2760,80,청주 봉명동 유적(Ⅲ) -4지구-,B-6호
1848,36.6292079,127.4217605,3050,80,청주 비하동유적 ,2호 
1849,36.6315827,127.4206872,2950,60,청주 비하동유적 2,4호
1850,36.6315827,127.4206872,2830,50,청주 비하동유적 2,6호
1851,36.6315827,127.4206872,2870,60,청주 비하동유적 2,7호
1852,36.6315827,127.4206872,2810,60,청주 비하동유적 2,8호
1853,36.6315827,127.4206872,2470,50,청주 비하동유적 2,9호
1854,36.666181,127.4749188,2759,36,청주 사천동 유적,1호 청동기 주거지(수혈1호)
1855,36.666181,127.4749188,2799,35,청주 사천동 유적,2호 주거지(노지2)
1856,36.666181,127.4749188,2749,36,청주 사천동 유적,3호 주거지
1857,36.6571648,127.4012177,2890,40,청주 서촌동 서촌 유적,2지점 청동기 1호 주거지
1858,36.6571648,127.4012177,2900,30,청주 서촌동 서촌 유적,3호 주거지
1859,36.6571648,127.4012177,2780,40,청주 서촌동 서촌 유적,4호 주거지
1860,36.6571648,127.4012177,2810,30,청주 서촌동 서촌 유적,5호 주거지
1861,36.6607762,127.4472227,2985,26,청주 송절동 산35-18번지 유적,2지점 1호 주거지
1862,36.6360288,127.5257253,2930,50,청주 용암 유적(Ⅰ),청주 용암(2)지구 용정동 Ⅰ 유적 1호주거지
1863,36.6360288,127.5257253,2900,50,청주 용암 유적(Ⅰ),청주 용암(2)지구 용정동Ⅱ 유적 1호주거지
1864,37.8614885,127.7927048,2740,50,춘천 거두2지구 유적,10호
1865,37.8614885,127.7927048,2770,50,춘천 거두2지구 유적,13호
1866,37.8614885,127.7927048,2780,50,춘천 거두2지구 유적,15호
1867,37.8614885,127.7927048,2820,50,춘천 거두2지구 유적,1호
1868,37.8614885,127.7927048,2980,60,춘천 거두2지구 유적,2호
1869,37.8614885,127.7927048,2910,50,춘천 거두2지구 유적,3호
1870,37.8614885,127.7927048,2730,60,춘천 거두2지구 유적,4호
1871,37.8614885,127.7927048,2890,60,춘천 거두2지구 유적,5호
1872,37.8614885,127.7927048,2970,50,춘천 거두2지구 유적,6호
1873,37.8524381,127.7553657,2550,50,춘천 거두리 779-1번지유적,1호
1874,37.8524381,127.7553657,2910,50,춘천 거두리 779-1번지유적,2호
1875,37.8524381,127.7553657,2840,50,춘천 거두리 779-1번지유적,4호
1876,37.8524381,127.7553657,2830,50,춘천 거두리 779-1번지유적,5호
1877,37.8613546,127.774397,2820,40,춘천 거두리 유적,1호 - 3번 시료
1878,37.8613546,127.774397,2760,70,춘천 거두리 유적,3호 - 1번 시료
1879,37.8613546,127.774397,2320,40,춘천 거두리유적,11호 주거지
1880,37.8613546,127.774397,2870,40,춘천 거두리유적,12호 주거지
1881,37.8613546,127.774397,2520,40,춘천 거두리유적,17호 주거지
1882,37.8613546,127.774397,2480,40,춘천 거두리유적,19호 주거지
1883,37.8613546,127.774397,2240,70,춘천 거두리유적,9호 주거지
1884,37.9388594,127.7548599,2595,20,춘천 산천리유적,18호
1885,37.8698822,127.693578,2873,30,춘천 삼천동유적,1호 주거지(바닥)
1886,37.8698822,127.693578,2817,28,춘천 삼천동유적,2호 주거지(바닥)
1887,37.8698822,127.693578,2803,28,춘천 삼천동유적,3호 주거지(바닥)
1888,37.9461311,127.6991988,2460,30,춘천 서상리·신매리 유적,청동기시대 9호 주거지
1889,37.8573959,127.6897274,2745,25,춘천 송암동 유적,청동기 1호 YMSA-02
1890,37.8573959,127.6897274,2485,20,춘천 송암동 유적,청동기 3호 YMSA-04
1891,37.9291675,127.7073069,2390,30,춘천 신매리 329-1번지 유적,1호 주거지
1892,37.9291675,127.7073069,2510,20,춘천 신매리 329-1번지 유적,5호 주거지
1893,37.9172196,127.703928,2860,40,춘천 신매리 66-14번지 유적,청동기시대 주거지(주거지 1호)
1894,37.9213019,127.7103158,2630,80,춘천 신매리 주차장 신축예정부지,3호
1895,37.921854,127.711523,2630,30,춘천 신매리Ⅱ,1호 주거지 바닥
